Sub-menu name,Track name,Race date,Race number,Number of Starters,Post Time,Distance,Class,Prize Money
,Hove Form Guide,2025-08-07,11,5,15:59,547y,OR3,$743
,Hove Form Guide,2025-08-07,12,4,16:16,547y,OR3,$743
,Monmore Form Guide,2025-08-07,1,6,13:14,525y,A10,$484
,Monmore Form Guide,2025-08-07,2,6,13:31,525y,A3,$603
,Monmore Form Guide,2025-08-07,3,4,13:48,525y,A1,$617
,Monmore Form Guide,2025-08-07,4,5,14:06,525y,A7,$464
,Monmore Form Guide,2025-08-07,5,5,14:22,288y,D3,$405
,Monmore Form Guide,2025-08-07,6,6,14:39,525y,A6,$577
,Monmore Form Guide,2025-08-07,7,6,14:56,288y,D1,$570
,Monmore Form Guide,2025-08-07,8,6,15:13,525y,A9,$484
,Monmore Form Guide,2025-08-07,9,6,15:31,689y,S2,$637
,Monmore Form Guide,2025-08-07,10,6,15:47,525y,A5,$583
,Monmore Form Guide,2025-08-07,11,5,16:04,525y,A7,$464
,Monmore Form Guide,2025-08-07,12,6,16:23,525y,A2,$617
,Hove Form Guide,2025-08-08,1,4,18:01,547y,A8,$385
,Hove Form Guide,2025-08-08,2,5,18:18,547y,A3,$524
,Hove Form Guide,2025-08-08,3,5,18:34,547y,A2,$537
,Hove Form Guide,2025-08-08,4,5,18:52,311y,D4,$405
,Hove Form Guide,2025-08-08,5,5,19:09,547y,A10,$417
,Hove Form Guide,2025-08-08,6,5,19:26,547y,A9,$417
,Hove Form Guide,2025-08-08,7,5,19:42,547y,A4,$510
,Hove Form Guide,2025-08-08,8,6,19:59,311y,D3,$470
,Hove Form Guide,2025-08-08,9,5,20:17,547y,A7,$464
,Hove Form Guide,2025-08-08,10,5,20:33,547y,A6,$497
,Hove Form Guide,2025-08-08,11,5,20:51,547y,A1,$617
,Hove Form Guide,2025-08-08,12,5,21:07,547y,A8,$457
,Central Park Form Guide,2025-08-08,1,5,18:09,303y,D1,$497
,Central Park Form Guide,2025-08-08,2,5,18:27,537y,A2,$537
,Central Park Form Guide,2025-08-08,3,6,18:43,303y,D3,$470
,Central Park Form Guide,2025-08-08,4,6,19:01,303y,D4,$470
,Central Park Form Guide,2025-08-08,5,5,19:18,537y,A1,$617
,Central Park Form Guide,2025-08-08,6,4,19:34,537y,HCP,$524
,Central Park Form Guide,2025-08-08,7,6,19:51,303y,D2,$537
,Central Park Form Guide,2025-08-08,8,5,20:08,537y,A4,$510
,Central Park Form Guide,2025-08-08,9,6,20:26,303y,D1,$570
,Central Park Form Guide,2025-08-08,10,5,20:42,537y,A3,$524
,Central Park Form Guide,2025-08-08,11,5,20:59,303y,D2,$464
,Central Park Form Guide,2025-08-08,12,6,21:14,303y,D3,$470
,Swindon Form Guide,2025-08-08,1,6,21:23,520y,A9,$451
,Swindon Form Guide,2025-08-08,2,5,21:41,520y,A6,$405
,Swindon Form Guide,2025-08-08,3,5,22:01,286y,D4,$371
,Swindon Form Guide,2025-08-08,4,6,22:19,520y,A8,$451
,Swindon Form Guide,2025-08-08,5,5,22:38,520y,A7,$397
,Swindon Form Guide,2025-08-08,6,5,22:57,520y,A4,$428
,Swindon Form Guide,2025-08-08,7,6,23:16,520y,A3,$504
,Swindon Form Guide,2025-08-08,8,5,23:34,520y,A7,$397
,Swindon Form Guide,2025-08-08,9,5,23:53,520y,A4,$428
,Swindon Form Guide,2025-08-08,10,5,12:12,520y,A2,$464
,Swindon Form Guide,2025-08-08,11,5,12:31,520y,A5,$421
,Swindon Form Guide,2025-08-08,12,5,12:49,520y,A5,$421
,Romford Form Guide,2025-08-08,1,5,13:37,437y,OR3,$829
,Romford Form Guide,2025-08-08,2,6,13:53,437y,OR3,$829
,Romford Form Guide,2025-08-08,3,6,14:11,437y,OR3,$829
,Romford Form Guide,2025-08-08,4,6,14:27,629y,OR3,$829
,Romford Form Guide,2025-08-08,5,6,14:44,629y,OR3,$829
,Romford Form Guide,2025-08-08,6,6,15:01,820y,OR,$829
,Romford Form Guide,2025-08-08,7,6,15:19,246y,OR,$829
,Romford Form Guide,2025-08-08,8,6,15:36,437y,OR,$829
,Romford Form Guide,2025-08-08,9,6,15:54,437y,OR3,"$1,141"
,Romford Form Guide,2025-08-08,10,5,16:11,629y,OR3,"$1,055"
,Romford Form Guide,2025-08-08,11,6,16:28,437y,OR,$829
,Romford Form Guide,2025-08-08,12,6,16:46,437y,OR,$829
,Sunderland Form Guide,2025-08-08,1,6,14:08,492y,A2,$617
,Sunderland Form Guide,2025-08-08,2,6,14:25,492y,HCP,$603
,Sunderland Form Guide,2025-08-08,3,6,14:41,492y,OR3,"$1,128"
,Sunderland Form Guide,2025-08-08,4,6,14:59,285y,OR3,"$1,128"
,Sunderland Form Guide,2025-08-08,5,5,15:17,492y,OR3,"$1,128"
,Sunderland Form Guide,2025-08-08,6,5,15:37,285y,OR3,"$1,128"
,Sunderland Form Guide,2025-08-08,7,6,15:56,492y,OR3,"$1,327"
,Sunderland Form Guide,2025-08-08,8,6,16:14,492y,OR3,"$1,327"
,Sunderland Form Guide,2025-08-08,9,6,16:32,492y,A5,$583
,Sunderland Form Guide,2025-08-08,10,6,16:48,492y,OR3,"$1,128"
,Sunderland Form Guide,2025-08-08,11,6,17:04,285y,OR3,"$1,128"
,Sunderland Form Guide,2025-08-08,12,6,17:22,492y,A6,$577
,Monmore Form Guide | Today,2025-08-09,1,5,18:01,525y,A6,$497
,Monmore Form Guide | Today,2025-08-09,2,5,18:18,525y,A2,$537
,Monmore Form Guide | Today,2025-08-09,3,5,18:34,288y,D1,$497
,Monmore Form Guide | Today,2025-08-09,4,6,18:52,525y,A7,$537
,Monmore Form Guide | Today,2025-08-09,5,5,19:09,689y,S3,$524
,Monmore Form Guide | Today,2025-08-09,6,6,19:26,288y,D4,$470
,Monmore Form Guide | Today,2025-08-09,7,6,19:42,525y,A8,$530
,Monmore Form Guide | Today,2025-08-09,8,6,19:59,525y,A10,$484
,Monmore Form Guide | Today,2025-08-09,9,6,20:17,525y,A5,$583
,Monmore Form Guide | Today,2025-08-09,10,6,20:33,288y,D2,$537
,Monmore Form Guide | Today,2025-08-09,11,6,20:51,525y,A8,$530
,Monmore Form Guide | Today,2025-08-09,12,6,21:07,288y,D3,$470
,Romford Form Guide | Today,2025-08-09,1,6,18:09,437y,A7,$537
,Romford Form Guide | Today,2025-08-09,2,5,18:27,437y,A12,$405
,Romford Form Guide | Today,2025-08-09,3,5,18:43,437y,A3,$524
,Romford Form Guide | Today,2025-08-09,4,6,19:01,437y,A5,$583
,Romford Form Guide | Today,2025-08-09,5,6,19:18,437y,A11,$470
,Romford Form Guide | Today,2025-08-09,6,5,19:34,437y,A7,$464
,Romford Form Guide | Today,2025-08-09,7,5,19:51,437y,A6,$497
,Romford Form Guide | Today,2025-08-09,8,6,20:08,437y,A9,$484
,Romford Form Guide | Today,2025-08-09,9,5,20:26,437y,A4,$510
,Romford Form Guide | Today,2025-08-09,10,6,20:42,437y,A8,$530
,Romford Form Guide | Today,2025-08-09,11,5,20:59,437y,A8,$457
,Romford Form Guide | Today,2025-08-09,12,5,21:14,437y,A4,$510
,Swindon Form Guide | Today,2025-08-09,1,5,21:31,520y,A6,$405
,Swindon Form Guide | Today,2025-08-09,2,5,21:49,520y,A3,$435
,Swindon Form Guide | Today,2025-08-09,3,6,22:09,286y,D1,$490
,Swindon Form Guide | Today,2025-08-09,4,5,22:27,520y,A5,$421
,Swindon Form Guide | Today,2025-08-09,5,5,22:47,520y,A7,$397
,Swindon Form Guide | Today,2025-08-09,6,5,23:04,520y,A7,$397
,Swindon Form Guide | Today,2025-08-09,7,6,23:24,520y,A6,$470
,Swindon Form Guide | Today,2025-08-09,8,6,23:42,286y,D3,$437
,Swindon Form Guide | Today,2025-08-09,9,5,12:01,520y,A9,$385
,Swindon Form Guide | Today,2025-08-09,10,5,12:19,520y,A4,$428
,Swindon Form Guide | Today,2025-08-09,11,5,12:37,286y,D4,$371
,Swindon Form Guide | Today,2025-08-09,12,5,12:57,520y,A4,$428
,Central Park Form Guide | Today,2025-08-09,1,6,12:25,303y,D2,$537
,Central Park Form Guide | Today,2025-08-09,2,6,12:45,537y,A5,$583
,Central Park Form Guide | Today,2025-08-09,3,6,13:05,303y,D1,$570
,Central Park Form Guide | Today,2025-08-09,4,5,13:25,726y,S2,$557
,Central Park Form Guide | Today,2025-08-09,5,5,13:45,537y,A1,$617
,Central Park Form Guide | Today,2025-08-09,6,6,14:05,537y,A1,$703
,Central Park Form Guide | Today,2025-08-09,7,5,14:25,303y,D1,$497
,Central Park Form Guide | Today,2025-08-09,8,6,14:45,537y,OR3,"$1,327"
,Central Park Form Guide | Today,2025-08-09,9,5,15:05,537y,A1,$617
,Central Park Form Guide | Today,2025-08-09,10,6,15:25,303y,OR,"$1,128"
,Central Park Form Guide | Today,2025-08-09,11,5,15:45,537y,OR,$995
,Central Park Form Guide | Today,2025-08-09,12,6,16:05,726y,OR,$962
,Central Park Form Guide | Today,2025-08-09,13,6,16:25,537y,OR,$962
,Hove Form Guide | Today,2025-08-09,1,5,13:08,547y,A10,$417
,Hove Form Guide | Today,2025-08-09,2,5,13:26,547y,A7,$464
,Hove Form Guide | Today,2025-08-09,3,5,13:42,547y,A5,$504
,Hove Form Guide | Today,2025-08-09,4,5,13:59,547y,A1,$617
,Hove Form Guide | Today,2025-08-09,5,5,14:16,547y,A3,$524
,Hove Form Guide | Today,2025-08-09,6,5,14:33,547y,A5,$504
,Hove Form Guide | Today,2025-08-09,7,5,14:49,547y,A6,$497
,Hove Form Guide | Today,2025-08-09,8,5,15:07,311y,D3,$405
,Hove Form Guide | Today,2025-08-09,9,5,15:24,547y,A4,$510
,Hove Form Guide | Today,2025-08-09,10,5,15:41,547y,A11,$405
,Hove Form Guide | Today,2025-08-09,11,4,15:59,547y,A1,$530
,Hove Form Guide | Today,2025-08-09,12,5,16:16,547y,A4,$510
,Monmore Eve,2025-08-09,1,6,13:31,689y,OR1,$962
,Monmore Eve,2025-08-09,2,6,13:48,689y,OR1,$962
,Monmore Eve,2025-08-09,3,6,14:06,689y,OR1,$962
,Monmore Eve,2025-08-09,4,6,14:22,689y,OR1,$962
,Monmore Eve,2025-08-09,5,6,14:39,689y,OR1,$962
,Monmore Eve,2025-08-09,6,6,14:56,689y,OR1,$962
,Monmore Eve,2025-08-09,7,6,15:13,525y,OR1,$962
,Monmore Eve,2025-08-09,8,6,15:31,525y,OR1,$962
,Monmore Eve,2025-08-09,9,6,15:47,525y,OR1,$962
,Monmore Eve,2025-08-09,10,6,16:04,525y,OR1,$962
,Monmore Eve,2025-08-09,11,6,16:23,525y,OR1,$962
,Monmore Eve,2025-08-09,12,6,16:39,525y,OR1,$962
,Perry Barr Form Guide | Today,2025-08-09,1,5,14:01,525y,A6,$497
,Perry Barr Form Guide | Today,2025-08-09,2,5,14:18,525y,A2,$537
,Perry Barr Form Guide | Today,2025-08-09,3,6,14:36,300y,D2,$537
,Perry Barr Form Guide | Today,2025-08-09,4,5,14:53,525y,OR,$995
,Perry Barr Form Guide | Today,2025-08-09,5,5,15:11,525y,A5,$504
,Perry Barr Form Guide | Today,2025-08-09,6,5,15:28,722y,OR,$995
,Perry Barr Form Guide | Today,2025-08-09,7,5,15:44,525y,OR,$995
,Perry Barr Form Guide | Today,2025-08-09,8,6,16:02,300y,OR,"$1,128"
,Perry Barr Form Guide | Today,2025-08-09,9,6,16:20,300y,D3,$470
,Perry Barr Form Guide | Today,2025-08-09,10,6,16:36,300y,D3,$470
,Perry Barr Form Guide | Today,2025-08-09,11,5,16:52,525y,OR,$855
,Perry Barr Form Guide | Today,2025-08-09,12,5,17:11,300y,OR,$855
,Romford Eve,2025-08-09,1,5,14:08,437y,A11,$405
,Romford Eve,2025-08-09,2,5,14:25,437y,A9,$417
,Romford Eve,2025-08-09,3,6,14:41,437y,A9,$484
,Romford Eve,2025-08-09,4,5,14:59,437y,A1,$617
,Romford Eve,2025-08-09,5,5,15:17,437y,A6,$497
,Romford Eve,2025-08-09,6,6,15:37,437y,A7,$537
,Romford Eve,2025-08-09,7,5,15:56,437y,A10,$417
,Romford Eve,2025-08-09,8,6,16:14,437y,A5,$583
,Romford Eve,2025-08-09,9,5,16:32,437y,A2,$537
,Romford Eve,2025-08-09,10,5,16:48,437y,A12,$405
,Romford Eve,2025-08-09,11,5,17:04,437y,A3,$524
,Romford Eve,2025-08-09,12,6,17:22,629y,S3,$603
,Addington Form Guide,2025-08-03,1,6,20:35,1 ³⁄₁₆ m,4U R35 TO R45 AMATEUR DRIVERS,"$5,296"
,Addington Form Guide,2025-08-03,2,13,21:07,1 ⅝ m,3U NON-WINNERS,"$6,508"
,Addington Form Guide,2025-08-03,3,6,21:45,1 ⅝ m,4U R35 TO R39,"$5,917"
,Addington Form Guide,2025-08-03,4,9,22:15,1 ³⁄₁₆ m,3UFM NON-WINNERS,"$6,508"
,Addington Form Guide,2025-08-03,5,10,22:54,1 ³⁄₁₆ m,4U R35 TO R38,"$5,917"
,Addington Form Guide,2025-08-03,6,12,23:33,1 ¼ m,3U NON-WINNERS,"$6,508"
,Addington Form Guide,2025-08-03,7,10,12:07,1 ¼ m,3U R35 TO R40,"$5,917"
,Addington Form Guide,2025-08-03,8,11,12:44,1 ³⁄₁₆ m,R39 TO R45 WITH COND.,"$5,917"
,Winton,2025-08-03,1,13,19:35,1 ½ m,3U NON-WINNERS,"$8,875"
,Winton,2025-08-03,2,9,20:00,1 m,3UCG NON-WINNERS,"$8,875"
,Winton,2025-08-03,3,9,20:25,1 m,3UFM NON-WINNERS,"$8,875"
,Winton,2025-08-03,4,12,20:59,1 m,3U R40 TO R42,"$8,875"
,Winton,2025-08-03,5,13,21:30,1 m,WITH COND.,"$8,875"
,Winton,2025-08-03,6,13,22:07,1 ½ m,3U R35 TO R45 SPECIAL,"$8,875"
,Winton,2025-08-03,7,13,22:38,1 m,UP TO R39 WITH COND.,"$8,875"
,Winton,2025-08-03,8,11,23:18,1 m,"3U R43 TO R44, R45 WITH COND.","$8,875"
,Winton,2025-08-03,9,13,23:58,1 m,3U R45 TO R50,"$8,875"
,Winton,2025-08-03,10,10,12:31,1 ½ m,3U R46 TO R70 SPECIAL,"$8,875"
,Winton,2025-08-03,11,10,12:59,1 m,3U R51 TO R65,"$8,875"
,Globe Derby Park Form Guide,2025-08-04,1,8,23:03,1 ⅜ m,NR 60 to 72,"$4,514"
,Globe Derby Park Form Guide,2025-08-04,2,6,23:37,1 ⅜ m,NR up to 59,"$4,514"
,Globe Derby Park Form Guide,2025-08-04,3,8,12:16,1 ⅛ m,NR 51 to 59,"$2,902"
,Globe Derby Park Form Guide,2025-08-04,4,9,12:52,1 ⅜ m,NR up to 47,"$2,902"
,Globe Derby Park Form Guide,2025-08-04,5,8,13:33,1 ⅛ m,5 Lifetime Wins,"$4,514"
,Globe Derby Park Form Guide,2025-08-04,6,9,14:04,1 ⅜ m,NR up to 43,"$2,902"
,Globe Derby Park Form Guide,2025-08-04,7,10,14:42,1 ⅛ m,NR 44 to 50,"$4,514"
,Globe Derby Park Form Guide,2025-08-04,8,10,15:21,1 ⅛ m,NR 51 to 59,"$4,514"
,Globe Derby Park Form Guide,2025-08-04,9,8,15:52,1 ⅛ m,NR 73 or better,"$6,449"
,Menangle Form Guide,2025-08-04,1,12,23:17,1 m,No NR,"$6,321"
,Menangle Form Guide,2025-08-04,2,9,23:52,1 m,2 2 WINs,"$6,447"
,Menangle Form Guide,2025-08-04,3,10,12:33,1 m,3U 0LTWAlso eligible 3yo+ NR,"$6,447"
,Menangle Form Guide,2025-08-04,4,10,13:08,1 m,3U 0LTWAlso eligible 3yo+ NR,"$6,447"
,Menangle Form Guide,2025-08-04,5,10,13:43,1 m,13U 1LTW Also eligible 3yo+ NR,"$6,447"
,Menangle Form Guide,2025-08-04,6,10,14:18,1 m,NR up to 65,"$6,447"
,Menangle Form Guide,2025-08-04,7,10,14:57,1 m,NR up to 70,"$6,447"
,Menangle Form Guide,2025-08-04,8,9,15:29,1 m,5,"$6,447"
,Albion Park Form Guide,2025-08-05,1,9,22:45,1 ⁵⁄₁₆ m,3 No NR,"$4,966"
,Albion Park Form Guide,2025-08-05,2,7,23:12,1 m,2F No NR,"$6,321"
,Albion Park Form Guide,2025-08-05,3,7,23:47,1 m,2F No NR,"$6,321"
,Albion Park Form Guide,2025-08-05,4,11,12:22,1 ⁵⁄₁₆ m,3U NR up to 55,"$5,882"
,Albion Park Form Guide,2025-08-05,5,7,13:03,1 m,2F No NR,"$6,321"
,Albion Park Form Guide,2025-08-05,6,8,13:42,1 m,2C No NR,"$6,321"
,Albion Park Form Guide,2025-08-05,7,9,14:17,1 m,2C No NR,"$6,321"
,Albion Park Form Guide,2025-08-05,8,10,14:52,1 ⁵⁄₁₆ m,NR up to 75,"$5,882"
,Albion Park Form Guide,2025-08-05,9,9,15:28,1 m,NR 54 to 60,"$5,805"
,Albion Park Form Guide,2025-08-05,10,9,15:53,1 m,2C No NR,"$6,321"
,Albion Park Form Guide,2025-08-05,11,10,16:22,1 m,NR 49 to 53,"$5,805"
,Tamworth Form Guide,2025-08-07,1,9,23:21,1 ³⁄₁₆ m,0-1 WIN,"$4,473"
,Tamworth Form Guide,2025-08-07,2,10,12:03,1 m,NR up to 32,"$4,473"
,Tamworth Form Guide,2025-08-07,3,10,12:37,1 m,NR 33 to 40,"$4,473"
,Tamworth Form Guide,2025-08-07,4,10,13:15,1 m,NR 41 to 46,"$4,473"
,Tamworth Form Guide,2025-08-07,5,10,13:50,1 m,NR up to 50,"$4,473"
,Tamworth Form Guide,2025-08-07,6,9,14:25,1 ³⁄₁₆ m,FC NR up to 52,"$4,473"
,Tamworth Form Guide,2025-08-07,7,9,15:04,1 m,NR up to 57,"$4,473"
,Tamworth Form Guide,2025-08-07,8,9,15:41,1 ³⁄₁₆ m,NR up to 67,"$4,473"
,Redcliffe Form Guide,2025-08-07,1,6,23:42,1 ¹⁄₁₆ m,MAIDEN,"$3,999"
,Redcliffe Form Guide,2025-08-07,2,10,12:17,1 ¼ m,NR up to 40,"$3,005"
,Redcliffe Form Guide,2025-08-07,3,10,12:55,1 ¼ m,NR up to 40,"$3,005"
,Redcliffe Form Guide,2025-08-07,4,9,13:33,1 ¹⁄₁₆ m,NR 40 to 44,"$2,967"
,Redcliffe Form Guide,2025-08-07,5,9,14:07,1 ¹⁄₁₆ m,NR 40 to 44,"$2,967"
,Redcliffe Form Guide,2025-08-07,6,8,14:45,1 ¹⁄₁₆ m,NR 51 to 55,"$3,999"
,Redcliffe Form Guide,2025-08-07,7,9,15:22,1 ¼ m,NR 45 to 50,"$4,037"
,Redcliffe Form Guide,2025-08-07,8,9,15:49,1 ¼ m,NR 45 to 50,"$4,037"
,Mildura Form Guide,2025-08-08,1,6,22:07,1 ¹⁄₁₆ m,NR 56 to 64,"$4,515"
,Mildura Form Guide,2025-08-08,2,8,22:38,1 ¹⁄₁₆ m,NR up to 49,"$2,580"
,Mildura Form Guide,2025-08-08,3,9,23:13,1 ¹⁄₁₆ m,NR up to 49,"$2,580"
,Mildura Form Guide,2025-08-08,4,9,23:48,1 ¹⁄₁₆ m,NR up to 49,"$2,580"
,Mildura Form Guide,2025-08-08,5,8,12:23,1 ¹⁄₁₆ m,NR up to 49,"$2,580"
,Mildura Form Guide,2025-08-08,6,8,12:58,1 ¹⁄₁₆ m,NR 65 or better,"$5,160"
,Mildura Form Guide,2025-08-08,7,10,13:33,1 ¹⁄₁₆ m,MAIDEN,"$3,870"
,Mildura Form Guide,2025-08-08,8,10,14:13,1 ⁵⁄₁₆ m,0-1 WIN,"$3,870"
,Mildura Form Guide,2025-08-08,9,11,14:53,1 ⁵⁄₁₆ m,NR 50 to 55,"$3,870"
,Mildura Form Guide,2025-08-08,10,10,15:30,1 ¹⁄₁₆ m,NR up to 55,"$5,160"
,Riverina Paceway Form Guide,2025-08-08,1,8,22:24,1 ⅜ m,NR up to 48,"$6,315"
,Riverina Paceway Form Guide,2025-08-08,2,8,23:00,1 ⅜ m,NR up to 48,"$6,315"
,Riverina Paceway Form Guide,2025-08-08,3,8,23:38,1 ⅜ m,NR up to 48,"$6,315"
,Riverina Paceway Form Guide,2025-08-08,4,8,12:13,1 ¹⁄₁₆ m,3 NR up to 57,"$6,315"
,Riverina Paceway Form Guide,2025-08-08,5,8,12:48,1 ⅜ m,NR up to 58,"$6,315"
,Riverina Paceway Form Guide,2025-08-08,6,7,13:23,1 ¹⁄₁₆ m,NR up to 53,"$6,315"
,Riverina Paceway Form Guide,2025-08-08,7,8,14:03,1 ¹⁄₁₆ m,NR up to 53,"$6,315"
,Riverina Paceway Form Guide,2025-08-08,8,9,14:43,1 ¹⁄₁₆ m,NR up to 90,"$6,315"
,Addington Form Guide,2025-08-08,1,9,12:50,1 ³⁄₁₆ m,3U R38 TO R43,"$8,875"
,Addington Form Guide,2025-08-08,2,12,13:26,1 ⅝ m,3U R40 TO R50 SPECIAL,"$8,875"
,Addington Form Guide,2025-08-08,3,7,13:56,1 ³⁄₁₆ m,3U NON-WINNERS,"$8,875"
,Addington Form Guide,2025-08-08,4,8,14:35,1 ³⁄₁₆ m,3U R45 TO R50,"$8,875"
,Addington Form Guide,2025-08-08,5,13,15:04,1 ⅝ m,4U R35 TO R50 SPECHCP JUN.DRV,"$14,793"
,Addington Form Guide,2025-08-08,6,6,15:34,1 ³⁄₁₆ m,2CG NON-WINNERS,"$8,875"
,Addington Form Guide,2025-08-08,7,11,16:09,1 ⅝ m,3U R51 & FASTER DISCRETIONARY,"$14,793"
,Addington Form Guide,2025-08-08,8,10,16:36,1 ³⁄₁₆ m,3U R35 TO R45,"$8,875"
,Alexandra Park Form Guide,2025-08-08,1,9,13:45,1 ⅜ m,3U R35 TO R43,"$5,917"
,Alexandra Park Form Guide,2025-08-08,2,9,14:17,1 ⅜ m,2U NON-WINNERS,"$8,875"
,Alexandra Park Form Guide,2025-08-08,3,10,14:46,1 ⅜ m,R35 TO R48 DISCRETIONARY,"$10,059"
,Alexandra Park Form Guide,2025-08-08,4,8,15:14,1 ⅜ m,3U R39 TO R50,"$10,059"
,Alexandra Park Form Guide,2025-08-08,5,7,15:51,1 ¹⁄₁₆ m,3U R55 TO R115 WITH COND.,"$11,834"
,Alexandra Park Form Guide,2025-08-08,6,10,16:19,1 ⅜ m,3U R49 TO R75 DISCRETIONARY,"$11,834"
,Alexandra Park Form Guide,2025-08-08,7,7,16:50,1 ⅜ m,4U R37 TO R50 JUN.DRV,"$8,875"
,Central Wheatbelt Form Guide,2025-08-10,1,8,13:07,1 ⁵⁄₁₆ m,NR up to 39,"$4,514"
,Central Wheatbelt Form Guide,2025-08-10,2,10,13:37,1 ⁵⁄₁₆ m,NR up to 45,"$4,514"
,Central Wheatbelt Form Guide,2025-08-10,3,8,14:17,1 ¹⁄₁₆ m,NR 40 to 60,"$4,514"
,Central Wheatbelt Form Guide,2025-08-10,4,10,14:49,1 ⁵⁄₁₆ m,3 NR up to 55,"$4,514"
,Central Wheatbelt Form Guide,2025-08-10,5,8,15:29,1 ¹⁄₁₆ m,2-4 WINs,"$4,514"
,Central Wheatbelt Form Guide,2025-08-10,6,10,15:55,1 ⁵⁄₁₆ m,NR 45 to 55,"$4,514"
,Ascot Park Raceway Form Guide,2025-08-10,1,11,19:50,1 ⅜ m,3U NON-WINNERS,"$8,875"
,Ascot Park Raceway Form Guide,2025-08-10,2,14,20:15,1 ⅜ m,"3U R40 TO R42, R43 WITH COND.","$8,875"
,Ascot Park Raceway Form Guide,2025-08-10,3,14,20:42,1 ⅜ m,UP TO R39 WITH COND.,"$8,875"
,Ascot Park Raceway Form Guide,2025-08-10,4,14,21:20,1 ⅜ m,3U WITH COND.,"$8,875"
,Ascot Park Raceway Form Guide,2025-08-10,5,7,21:50,1 ⅜ m,3U R46 TO R70 SPECIAL,"$8,875"
,Ascot Park Raceway Form Guide,2025-08-10,6,10,22:28,1 ⅜ m,3U R45 TO R50 MOBILE PACE,"$8,875"
,Ascot Park Raceway Form Guide,2025-08-10,7,14,23:07,1 ⅜ m,3U NON-WINNERS,"$8,875"
,Ascot Park Raceway Form Guide,2025-08-10,8,12,23:45,1 ⅜ m,3U R35 TO R45 SPECIAL,"$8,875"
,Ascot Park Raceway Form Guide,2025-08-10,9,8,12:19,1 ⅜ m,3U R51 TO R65,"$8,875"
,Ascot Park Raceway Form Guide,2025-08-10,10,10,12:50,1 ⅜ m,"3U R43 TO R44, R45 WITH COND.","$8,875"
,Ashburton Raceway Form Guide,2025-08-10,1,6,20:33,1 ½ m,3U NON-WINNERS,"$7,100"
,Ashburton Raceway Form Guide,2025-08-10,2,8,21:05,1 ½ m,3U NON-WINNERS,"$6,508"
,Ashburton Raceway Form Guide,2025-08-10,3,6,21:42,1 ¹⁄₁₆ m,WITH COND.,"$5,917"
,Ashburton Raceway Form Guide,2025-08-10,4,11,22:12,1 ¹⁄₁₆ m,3UFM NON-WINNERS,"$7,100"
,Ashburton Raceway Form Guide,2025-08-10,5,7,22:52,1 ½ m,3U R35 TO R40,"$5,917"
,Ashburton Raceway Form Guide,2025-08-10,6,9,23:30,1 ½ m,4U R35,"$5,917"
,Ashburton Raceway Form Guide,2025-08-10,7,14,12:10,1 ½ m,4U R35 TO R40,"$5,917"
,Ashburton Raceway Form Guide,2025-08-10,8,7,12:36,1 ½ m,4U R35 TO R40,"$5,917"
,Menangle Form Guide,2025-08-11,1,10,23:33,1 ⁷⁄₁₆ m,NR up to 54,"$6,447"
,Menangle Form Guide,2025-08-11,2,10,12:12,1 ⁷⁄₁₆ m,NR up to 66,"$6,447"
,Menangle Form Guide,2025-08-11,3,10,12:43,1 m,0LTWAlso eligible 3yo+ NR,"$6,447"
,Menangle Form Guide,2025-08-11,4,10,13:18,1 m,0LTWAlso eligible 3yo+ NR,"$6,447"
,Menangle Form Guide,2025-08-11,5,10,13:53,1 m,1LTW,"$6,447"
,Menangle Form Guide,2025-08-11,6,10,14:33,1 m,NR up to 60,"$6,447"
,Menangle Form Guide,2025-08-11,7,10,15:08,1 m,NR up to 70,"$6,447"
,Menangle Form Guide,2025-08-11,8,10,15:41,1 m,5,"$6,447"
,Charlton Form Guide,2025-08-11,1,7,23:47,1 m,NR 65 or better,"$5,160"
,Charlton Form Guide,2025-08-11,2,9,12:23,1 ⁵⁄₁₆ m,No NR,"$2,580"
,Charlton Form Guide,2025-08-11,3,13,13:03,1 m,NR 50 to 55,"$3,870"
,Charlton Form Guide,2025-08-11,4,11,13:38,1 ⁵⁄₁₆ m,MAIDEN,"$3,870"
,Charlton Form Guide,2025-08-11,5,12,14:13,1 m,MAIDEN,"$3,870"
,Charlton Form Guide,2025-08-11,6,12,14:52,1 m,NR up to 42,"$2,580"
,Albion Park Form Guide,2025-08-12,1,10,23:12,1 ⁵⁄₁₆ m,NR up to 55,"$5,882"
,Albion Park Form Guide,2025-08-12,2,10,23:47,1 ⁵⁄₁₆ m,NR up to 55,"$5,882"
,Albion Park Form Guide,2025-08-12,3,8,12:22,1 m,2 MAIDEN,"$5,805"
,Albion Park Form Guide,2025-08-12,4,7,13:03,1 ⁵⁄₁₆ m,NR 70 to 99,"$5,882"
,Albion Park Form Guide,2025-08-12,5,10,13:42,1 m,NR up to 43,"$5,805"
,Albion Park Form Guide,2025-08-12,6,10,14:17,1 m,NR 44 to 49,"$5,805"
,Albion Park Form Guide,2025-08-12,7,10,14:52,1 m,NR 50 to 55,"$5,805"
,Albion Park Form Guide,2025-08-12,8,9,15:27,1 m,NR up to 75,"$5,805"
,Albion Park Form Guide,2025-08-12,9,10,15:52,1 ⁵⁄₁₆ m,NR 56 to 64,"$5,882"
